store_id,name,address,city,country,postcode,region,email,phone,link,image,latitude,longitude,status,updated_at,created_at,schedule,station,description,intro,details_image,distance,external_link
1,Mann's Jewelers: 1,2945 Monroe Ave,Rochester,US,NY 14619,New York,,,internal20,/c/i/city-q-c-380-380-6.jpeg,43.109743,-77.547044,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,
1,Mann's Jewelers: 2,326 Eastview Mall,Victor,US,NY 15564,New York,,,internal21,/c/i/city-q-c-380-380-6.jpeg,43.027323,-77.445457,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,
1,Hartgers Jewelers,699 Wyckoff Ave,Wyckoff,US,NJ 07481,New Jersey,,,internal22,/c/i/city-q-c-380-380-6.jpeg,41.014901,-74.171817,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,
1,"Ogilvy, Holt Renfrew",1307 Sainte-Catherine Street W.,Montreal,CA,H3G 1P7,Quebec,,,internal23,/c/i/city-q-c-380-380-6.jpeg,45.497888,-73.575791,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,
1,Lodhi Hotel,"The Lodhi, Lodhi Rd",New Delhi,IN,110003,New Delhi,,,internal24,/c/i/city-q-c-380-380-6.jpeg,28.591878,77.238185,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,
1,Bellezza Antiquity SRL,"Via Carlo Felice, 19",Cagliari,IT,"CA, I-0910",Sardinia,,,internal25,/c/i/city-q-c-380-380-6.jpeg,39.215617,9.111538,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,
1,Leonardi Fiorella Gioielleria,Via Magenta 24,Livorno,IT,,Tuscany,,,internal26,/c/i/city-q-c-380-380-6.jpeg,43.546793,10.314092,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,
1,Marcello Angeletti & C snc,Via Condotti 11 A,Rome,IT,,Lazio,,,,/c/i/city-q-c-380-380-6.jpeg,41.905432,12.481342,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,http://google.com
1,Montres et Bijoux SRL,Piazza R. De Ferrari,Genoa,IT,,Liguria,,,,/c/i/city-q-c-380-380-6.jpeg,44.417848,8.93797,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,http://google.com
1,Pecchioli R. Sas,Via Pisa 13,Genoa,IT,,Liguria,,,,/c/i/city-q-c-380-380-6.jpeg,44.39807,8.96641,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,http://google.com
1,Prochet,"Di Romanisio Rosanna, Via Pietro Micca",Turin,IT,,Piedmont ,,+39 (0039) 011 562 9109,,/c/i/city-q-c-380-380-6.jpeg,45.070856,7.682384,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,http://google.com
1,Bagnara,Via Garibalid 12,Genoa,IT,,Liguria,,+39 (0039) 010 251 8989,,/c/i/city-q-c-380-380-6.jpeg,44.41111,8.93294,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,http://google.com
1,Estate ,"Qingdao Dyna, Pac Import & Export Co, Room 1002, Xinyuan Building, No 52, West Donghai Rd, Qingdao 266071",Qingdao,CN,,East China,,+86 (0086) 532 8267 9666,,/c/i/city-q-c-380-380-6.jpeg,36.06056,120.39733,1,2017-03-30 13:43:50,2017-03-30 13:43:50,"Monday to Thursday 8:00 - 18:30\n
Friday 8:00 - 19:00\n
Saturday 8:30 -19:00\n
Sunday 11:00 - 17:30",Camden,This is the description. you can insert text here.,This is the intro. you can insert text here.,/c/i/city-q-c-720-720-3.jpg,,http://google.com
